,연도,분류,학제,학교명,학교상태,본분교,시도,시군구,설립,주야구분,주소,학과수_전체,지원자_전체_계,입학자_전체_계,재적생_전체_계,재학생_전체_계,유예생_전체_계,휴학생_전체_계,외국인유학생_학사_계,전임교원_계,비전임교원_계,시간강사_계,직원_계,경도,위도,입학정원,모집인원_정원내,지원자_정원내,입학자_정원내,신입생_충원율
71,2020,university,대학교,대구대학교,기존,본교,경북,경북 경산시,사립,주야간,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스)",115,27015,4482,24502,17231,237,7034,653,589,718,0,341,128.852735,35.89803204,4059.0,4077.0,25414.0,4075.0,100.0
72,2020,university,대학교,대구예술대학교,기존,본교,경북,경북 칠곡군,사립,주간,"경상북도 칠곡군 가산면 다부거문1길 202 (다부리, 대구예술대학교)",22,908,236,1534,948,0,586,1,37,227,0,34,128.5093649,36.03220251,430.0,430.0,888.0,232.0,54.0
73,2020,university,대학교,대구가톨릭대학교,기존,본교,경북,경북 경산시,사립,주야간,"경상북도 경산시 하양읍 하양로 13-13 (금락리, 대구가톨릭대학교)",155,20751,3039,16871,12433,211,4227,219,604,663,0,352,128.8086963,35.90817553,2862.0,2863.0,19750.0,2863.0,100.0
74,2020,university,대학교,세한대학교,기존,본교,전남,전남 영암군,사립,주야간,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교)",75,4611,947,5076,3914,6,1156,10,143,112,0,68,126.4863395,34.750374,914.0,913.0,4381.0,914.0,100.1
75,2020,university,대학교,대신대학교,기존,본교,경북,경북 경산시,사립,주야간,"경상북도 경산시 경청로222길 33 (백천동, 대신대학교)",8,266,116,658,408,0,250,1,36,53,0,19,128.7449082,35.80349656,116.0,116.0,266.0,116.0,100.0
76,2020,university,대학교,대전가톨릭대학교,기존,본교,세종,세종 ,사립,주간,"세종특별자치시 전의면 가톨릭대학로 30 (신방리, 대전가톨릭대학교)",1,15,14,58,44,0,14,1,13,13,0,27,127.19812490000001,36.65390879,40.0,40.0,15.0,14.0,35.0
77,2020,university,대학교,대전대학교,기존,본교,대전,대전 동구,사립,주간,"대전광역시 동구 대학로 62 (용운동, 대전대학교)",54,11842,2209,12680,8979,71,3630,200,344,410,0,160,127.45982509999999,36.33620139999999,2045.0,2056.0,11227.0,2053.0,99.9
78,2020,university,대학교,대진대학교,기존,본교,경기,경기 포천시,사립,주야간,"경기도 포천시 호국로 1007 (선단동, 대진대학교)",57,11683,1920,10306,7438,2,2866,177,242,193,0,190,127.1561607,37.87074165,1793.0,1793.0,11149.0,1792.0,99.9
79,2020,university,대학교,서울기독대학교,기존,본교,서울,서울 은평구,사립,주야간,"서울특별시 은평구 갈현로4길 26-2 (신사동, 서울기독대학교)",16,470,128,616,501,0,115,3,24,63,0,24,126.9121925,37.60075749,136.0,136.0,454.0,126.0,92.6
80,2020,university,대학교,덕성여자대학교,기존,본교,서울,서울 도봉구,사립,주간,"서울특별시 도봉구 삼양로144길 33 (쌍문동, 덕성여자대학교)",42,13528,1107,6964,5506,233,1225,25,183,267,0,162,127.01834099999999,37.65089321,1040.0,1043.0,12989.0,1040.0,99.7
81,2020,university,대학교,동국대학교,기존,본교,서울,서울 중구,사립,주야간,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교)",94,50572,3191,19067,13944,137,4986,1248,576,1224,0,488,126.998003,37.55817644,2685.0,2698.0,47681.0,2693.0,99.8
82,2020,university,대학교,동국대학교(경주) _분교,기존,분교1,경북,경북 경주시,사립,주야간,"경상북도 경주시 동대로 123 (석장동, 동국대학교경주캠퍼스)",93,11336,1938,10753,7670,8,3075,367,370,562,0,156,129.1971292,35.86114602,1754.0,1764.0,10668.0,1758.0,99.7
83,2020,university,대학교,동덕여자대학교,기존,본교,서울,서울 성북구,사립,주야간,"서울특별시 성북구 화랑로13길 60 (하월곡동, 동덕여자대학교)",44,19931,1663,8050,6938,0,1112,27,226,333,0,132,127.0440729,37.60670147,1507.0,1510.0,19173.0,1509.0,99.9
84,2020,university,대학교,동서대학교,기존,본교,부산,부산 사상구,사립,주간,"부산광역시 사상구 주례로 47 (주례동, 동서대학교)",114,16308,2542,14429,10367,63,3999,240,354,446,0,196,129.0096006,35.14471222,2375.0,2375.0,15468.0,2345.0,98.7
85,2020,university,대학교,동신대학교,기존,본교,전남,전남 나주시,사립,주야간,"전라남도 나주시 동신대길 67 (대호동, 동신대학교중앙도서관동)",58,8802,1547,8371,6305,33,2033,298,263,179,0,135,126.7179926,35.04962455,1548.0,1560.0,8269.0,1414.0,90.6
86,2020,university,대학교,동아대학교,기존,본교,부산,부산 사하구,사립,주야간,"부산광역시 사하구 낙동대로550번길 37 (하단동, 동아대학교)",138,28584,4370,25670,18342,219,7109,277,669,794,0,352,128.9693116,35.11699691,4058.0,4064.0,27228.0,4056.0,99.8
87,2020,university,대학교,동양대학교,기존,본교,경북,경북 영주시,사립,주간,"경상북도 영주시 풍기읍 동양대로 145 (산법리, 동양대학교)",60,5872,1057,5692,3995,3,1694,77,139,86,0,133,128.530135,36.88466886,1028.0,1028.0,5607.0,996.0,96.9
88,2020,university,대학교,동의대학교,기존,본교,부산,부산 부산진구,사립,주야간,"부산광역시 부산진구 엄광로 176 (가야동, 동의대학교)",167,28011,3865,21057,14825,69,6163,125,569,417,0,251,129.0371021,35.14226682,3595.0,3596.0,26778.0,3592.0,99.9
89,2020,university,대학교,루터대학교,기존,본교,경기,경기 용인시,사립,주간,"경기도 용인시 기흥구 금화로82번길 20 (상갈동, 루터대학교)",5,341,87,417,369,0,48,2,20,28,0,17,127.1130429,37.26503178,85.0,86.0,327.0,86.0,100.0
90,2020,university,대학교,명지대학교,기존,본교,경기,경기 용인시,사립,주야간,"경기도 용인시 처인구 명지로 116 (남동, 명지대학교용인캠퍼스)",49,13147,1472,9056,6044,83,2929,181,286,345,0,193,127.1888429,37.22164993,1397.0,1404.0,12624.0,1403.0,99.9
91,2020,university,대학교,명지대학교 _제2캠퍼스,기존,제2캠퍼스,서울,서울 서대문구,사립,주야간,"서울특별시 서대문구 거북골로 34 (남가좌동, 명지대학교)",55,12746,1707,10548,7263,213,3072,1003,216,434,0,159,126.9242607,37.58011552,1263.0,1269.0,11169.0,1262.0,99.4
92,2020,university,대학교,목원대학교,기존,본교,대전,대전 서구,사립,주간,"대전광역시 서구 도안북로 88 (도안동, 목원대학교)",58,10940,1973,10338,7592,35,2711,73,298,588,0,123,127.3399131,36.3270956,1864.0,1864.0,10554.0,1864.0,100.0
93,2020,university,대학교,배재대학교,기존,본교,대전,대전 서구,사립,주간,"대전광역시 서구 배재로 155-40 (도마동, 배재대학교)",89,13610,2197,10938,8398,40,2500,162,307,341,0,205,127.36455359999998,36.31971987,2048.0,2058.0,13030.0,2056.0,99.9
94,2020,university,대학교,부산가톨릭대학교,기존,본교,부산,부산 금정구,사립,주야간,"부산광역시 금정구 오륜대로 57 (부곡동, 부산가톨릭대학교)",25,5801,937,4815,3948,14,853,16,150,127,0,136,129.09744550000002,35.24426588,916.0,918.0,5514.0,883.0,96.2
95,2020,university,대학교,부산외국어대학교,기존,본교,부산,부산 금정구,사립,주야간,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교)",107,8886,1954,11687,8088,97,3502,486,247,253,0,184,129.0780109,35.267294,1813.0,1817.0,8433.0,1818.0,100.1
96,2020,university,대학교,삼육대학교,기존,본교,서울,서울 노원구,사립,주간,"서울특별시 노원구 화랑로 815 (공릉동, 삼육대학교)",38,15117,1275,7266,5517,76,1673,111,211,345,0,235,127.10542109999999,37.6450008,1122.0,1122.0,14250.0,1121.0,99.9
97,2020,university,대학교,상명대학교,기존,본교,서울,서울 종로구,사립,주야간,"서울특별시 종로구 홍지문2길 20 (홍지동, 상명대학교)",56,14335,1554,9126,6544,131,2451,1114,245,192,0,167,126.9546615,37.60333982,1302.0,1302.0,13072.0,1301.0,99.9
98,2020,university,대학교,상명대학교 _제2캠퍼스,기존,제2캠퍼스,충남,충남 천안시,사립,주야간,"충청남도 천안시 동남구 상명대길 31 (안서동, 상명대학교천안캠퍼스)",74,13296,1403,7925,5705,96,2124,201,207,145,0,106,127.18023090000001,36.83418922,1305.0,1305.0,12741.0,1305.0,100.0
99,2020,university,대학교,상지대학교,기존,본교,강원,강원 원주시,사립,주야간,"강원도 원주시 상지대길 83 (우산동, 상지대학교)",83,13116,2304,9694,6873,18,2803,20,280,391,0,155,127.92736640000001,37.36985717,2255.0,2282.0,12718.0,2226.0,97.5
100,2020,university,대학교,서강대학교,기존,본교,서울,서울 마포구,사립,주간,"서울특별시 마포구 백범로 35 (신수동, 서강대학교)",36,38189,1866,12090,8275,543,3272,1176,319,487,0,251,126.9391434,37.55194459,1574.0,1576.0,36601.0,1568.0,99.5
101,2020,university,대학교,서경대학교,기존,본교,서울,서울 성북구,사립,주간,"서울특별시 성북구 서경로 124 (정릉동, 서경대학)",50,26186,1532,8582,6185,50,2347,596,239,311,0,200,127.0127841,37.61487212,1269.0,1275.0,25270.0,1273.0,99.8
102,2020,university,대학교,서울신학대학교,기존,본교,경기,경기 부천시,사립,주야간,"경기도 부천시 소사구 호현로489번길 52 (소사본동, 서울신학대학교)",12,3175,534,2770,2218,5,547,33,75,139,0,57,126.79052050000001,37.47868133,502.0,502.0,3029.0,502.0,100.0
103,2020,university,대학교,서울여자대학교,기존,본교,서울,서울 노원구,사립,주야간,"서울특별시 노원구 화랑로 621 (공릉동, 서울여자대학교)",56,23811,1711,8686,7141,160,1385,39,216,314,0,211,127.0904758,37.62932172,1592.0,1595.0,22902.0,1593.0,99.9
104,2020,university,대학교,서울장신대학교,기존,본교,경기,경기 광주시,사립,주간,"경기도 광주시 경안로 145 (경안동, 서울장신대학교)",3,333,119,599,476,0,123,1,38,39,0,27,127.24526409999999,37.41006413,113.0,113.0,304.0,112.0,99.1
105,2020,university,대학교,서원대학교,기존,본교,충북,충북 청주시,사립,주야간,"충청북도 청주시 서원구 무심서로 377-3 (모충동, 서원대학교)",53,12469,1751,8946,6860,49,2037,6,229,301,0,137,127.48238400000001,36.62529784,1622.0,1623.0,11754.0,1623.0,100.0
106,2020,university,대학교,선문대학교,기존,본교,충남,충남 아산시,사립,주야간,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",89,16709,2409,12812,9252,46,3514,1138,309,354,0,225,127.07051609999998,36.79735677,2053.0,2059.0,15651.0,2060.0,100.0
107,2020,university,대학교,성결대학교,기존,본교,경기,경기 안양시,사립,주야간,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",31,13259,1303,7199,5418,6,1775,89,190,262,0,122,126.9288293,37.38052064,1228.0,1228.0,12640.0,1228.0,100.0
108,2020,university,대학교,성공회대학교,기존,본교,서울,서울 구로구,사립,주야간,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",31,2726,529,2914,2112,35,767,2,85,142,0,78,126.82566090000002,37.48811923,502.0,503.0,2559.0,502.0,99.8
109,2020,university,대학교,성균관대학교,기존,본교,서울,서울 종로구,사립,주야간,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",76,70007,4087,25916,19310,0,6606,2677,1215,1480,0,415,126.99453600000001,37.58827563,3303.0,3306.0,64248.0,3295.0,99.7
110,2020,university,대학교,성신여자대학교,기존,본교,서울,서울 성북구,사립,주간,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교)",68,23670,2226,10739,8868,299,1572,22,295,769,0,328,127.0211814,37.59324948,2060.0,2061.0,22882.0,2061.0,100.0
111,2020,university,대학교,세명대학교,기존,본교,충북,충북 제천시,사립,주간,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",54,11111,1994,10744,7804,50,2890,140,268,293,0,156,128.2002592,37.17869227,1880.0,1885.0,10365.0,1881.0,99.8
112,2020,university,대학교,세종대학교,기존,본교,서울,서울 광진구,사립,주야간,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",99,38713,2771,16227,11946,0,4281,924,436,552,0,229,127.075194,37.55146347,2320.0,2331.0,36883.0,2330.0,100.0
113,2020,university,대학교,수원가톨릭대학교,기존,본교,경기,경기 화성시,사립,주간,"경기도 화성시 봉담읍 왕림1길 67 (왕림리, 수원가톨릭대학교)",1,45,35,174,121,0,53,3,12,28,0,35,126.9333604,37.19336718,90.0,90.0,45.0,35.0,38.9
114,2020,university,대학교,수원대학교,기존,본교,경기,경기 화성시,사립,주야간,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교)",153,25852,2327,12484,9033,67,3384,270,308,571,0,148,126.97999320000001,37.211182,2196.0,2198.0,24675.0,2197.0,100.0
115,2020,university,대학교,숙명여자대학교,기존,본교,서울,서울 용산구,사립,주간,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교)",53,26882,2407,12094,10123,0,1971,68,414,789,0,355,126.9657682,37.54597494,2110.0,2116.0,24846.0,2108.0,99.6
116,2020,university,대학교,순천향대학교,기존,본교,충남,충남 아산시,사립,주야간,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교)",73,21182,2560,14233,10755,55,3423,538,904,614,0,308,126.92893590000001,36.76835047,2352.0,2355.0,20185.0,2351.0,99.8
117,2020,university,대학교,숭실대학교,기존,본교,서울,서울 동작구,사립,주야간,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교)",54,37160,3172,19396,13613,0,5783,1349,509,678,0,275,126.95513729999999,37.49653223,2675.0,2686.0,34519.0,2682.0,99.9
118,2020,university,대학교,신라대학교,기존,본교,부산,부산 사상구,사립,주간,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교)",173,13324,2069,11652,8921,47,2684,352,315,276,0,178,129.00025540000001,35.16938155,2143.0,2142.0,12687.0,1892.0,88.3
119,2020,university,대학교,아세아연합신학대학교,기존,본교,경기,경기 양평군,사립,주야간,"경기도 양평군 옥천면 경강로 1276 (아신리, 아세아연합신학대학교)",7,273,155,846,617,0,229,4,32,31,0,30,127.4289279,37.51121683,186.0,186.0,263.0,152.0,81.7
120,2020,university,대학교,아주대학교,기존,본교,경기,경기 수원시,사립,주야간,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교)",40,30318,2179,13742,9548,297,3897,312,685,586,0,273,127.04766000000001,37.28210120000001,1861.0,1867.0,28636.0,1861.0,99.7
121,2020,university,대학교,안양대학교,기존,본교,경기,경기 안양시,사립,주야간,"경기도 안양시 만안구 삼덕로37번길 22 (안양동, 안양대학교)",62,8587,1071,6165,4484,5,1676,8,163,130,0,110,126.92058759999999,37.39184802,1009.0,1012.0,8181.0,1003.0,99.1
122,2020,university,대학교,안양대학교 _제2캠퍼스,기존,제2캠퍼스,인천,인천 강화군,사립,주야간,"인천광역시 강화군 불은면 중앙로 602-14 (삼성리, 안양대학교강화캠퍼스)",9,584,123,487,326,0,161,0,17,19,0,0,126.44471090000002,37.71100333,122.0,123.0,576.0,123.0,100.0
123,2020,university,대학교,연세대학교,기존,본교,서울,서울 서대문구,사립,주간,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교)",106,50464,4042,26514,18924,948,6642,1279,1516,2509,0,970,126.93962959999999,37.57083235,3417.0,3433.0,47380.0,3426.0,99.8
124,2020,university,대학교,연세대학교(미래) _분교,학교명 변경,분교1,강원,강원 원주시,사립,주야간,"강원도 원주시 흥업면 연세대길 1 (매지리, 연세대학교)",53,13889,1640,10029,7332,57,2640,316,399,460,0,231,127.9029731,37.27541309,1466.0,1470.0,13315.0,1464.0,99.6
125,2020,university,대학교,영남대학교,기존,본교,경북,경북 경산시,사립,주야간,"경상북도 경산시 대학로 280 (대동, 영남대학교)",109,25645,4931,29593,20457,15,9121,723,840,1037,0,537,128.7614582,35.83492126,4552.0,4560.0,24116.0,4545.0,99.7
126,2020,university,대학교,영남신학대학교,기존,본교,경북,경북 경산시,사립,주간,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교)",4,233,118,575,470,0,105,44,30,24,0,15,128.8179854,35.88093772,115.0,115.0,230.0,115.0,100.0
127,2020,university,대학교,유원대학교,기존,본교,충북,충북 영동군,사립,주간,"충청북도 영동군 영동읍 대학로 310 (설계리, U1대학교)",43,4925,879,5187,3659,15,1513,53,136,213,0,54,127.7978389,36.19297161,875.0,878.0,4695.0,836.0,95.2
128,2020,university,대학교,영산선학대학교,기존,본교,전남,전남 영광군,사립,주간,전라남도 영광군 백수읍 성지로 1357 (길용리),1,6,6,47,29,0,18,2,13,1,0,6,126.44134129999999,35.32735385,50.0,50.0,6.0,6.0,12.0
129,2020,university,대학교,용인대학교,기존,본교,경기,경기 용인시,사립,주야간,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교)",53,14713,1654,8610,6240,0,2370,318,206,274,0,119,127.1671971,37.22595614,1403.0,1412.0,13459.0,1406.0,99.6
130,2020,university,대학교,우석대학교,기존,본교,전북,전북 완주군,사립,주야간,"전라북도 완주군 삼례읍 삼례로 443 (후정리, 우석대학교)",89,11987,1877,9709,7533,26,2150,386,307,347,0,197,127.0676206,35.91493037,1715.0,1728.0,11400.0,1712.0,99.1
131,2020,university,대학교,울산대학교,기존,본교,울산,울산 남구,사립,주야간,"울산광역시 남구 대학로 93 (무거동, 울산대학교)",62,15218,2916,17677,12080,0,5597,342,1114,975,0,311,129.2557353,35.5472658,2732.0,2742.0,14330.0,2727.0,99.5
132,2020,university,대학교,원광대학교,기존,본교,전북,전북 익산시,사립,주야간,"전라북도 익산시 익산대로 460 (신동, 원광대학교)",102,21897,3697,21569,15007,25,6537,300,691,983,0,261,126.96022340000002,35.97171387,3526.0,3541.0,21000.0,3525.0,99.5
133,2020,university,대학교,위덕대학교,기존,본교,경북,경북 경주시,사립,주야간,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교)",43,2925,783,3813,2999,48,766,222,117,88,0,77,129.283725,36.01070433,780.0,780.0,2856.0,770.0,98.7
134,2020,university,대학교,을지대학교,기존,본교,대전,대전 중구,사립,주간,"대전광역시 중구 계룡로771번길 77 (목동, 을지대학교대전캠퍼스)",4,2785,162,813,748,1,64,6,270,46,0,30,127.40557220000001,36.33302329,147.0,148.0,2576.0,148.0,100.0
135,2020,university,대학교,을지대학교 _제2캠퍼스,기존,제2캠퍼스,경기,경기 성남시,사립,주간,"경기도 성남시 수정구 산성대로 553 (양지동, 을지대학교)",36,11930,934,4925,3934,72,919,12,131,243,0,123,127.16514699999999,37.46097904,882.0,882.0,11409.0,882.0,100.0
136,2020,university,대학교,이화여자대학교,기존,본교,서울,서울 서대문구,사립,주간,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교)",129,30191,3367,19179,15698,885,2596,975,816,1384,0,631,126.9507285,37.56389684,3027.0,3031.0,29059.0,3025.0,99.8
137,2020,university,대학교,인제대학교,기존,본교,경남,경남 김해시,사립,주야간,"경상남도 김해시 인제로 197 (어방동, 인제대학교)",73,11543,2272,12370,9154,30,3186,145,984,507,0,281,128.9037365,35.24857854,2168.0,2171.0,10831.0,2149.0,99.0
138,2020,university,대학교,인제대학교 _제2캠퍼스,기존,제2캠퍼스,부산,부산 부산진구,사립,주야간,"부산광역시 부산진구 복지로 75 (개금동, 부산백병원)",0,0,0,0,0,0,0,0,0,0,0,0,129.0208656,35.14552586,,,,,
139,2020,university,대학교,인천가톨릭대학교,기존,본교,인천,인천 강화군,사립,주간,인천광역시 강화군 양도면 고려왕릉로 53-1 (도장리),1,24,15,90,61,0,29,4,20,11,0,36,126.44769309999998,37.6557758,16.0,16.0,24.0,15.0,93.8
140,2020,university,대학교,인천가톨릭대학교 _제2캠퍼스,기존,제2캠퍼스,인천,인천 연수구,사립,주간,"인천광역시 연수구 해송로 12 (송도동, 인천가톨릭대학교)",9,1028,161,739,644,0,95,0,18,51,0,26,126.6446513,37.38314003,150.0,150.0,962.0,150.0,100.0
141,2020,university,대학교,인하대학교,기존,본교,인천,인천 미추홀구,사립,주간,"인천광역시 남구 인하로 100 (용현동, 인하대학교)",90,56903,4005,25615,17507,0,8108,1145,581,843,0,323,126.6501618,37.44973226,3411.0,3414.0,54007.0,3411.0,99.9
142,2020,university,대학교,장로회신학대학교,기존,본교,서울,서울 광진구,사립,주간,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교)",3,535,157,893,648,0,245,6,64,202,0,43,127.10300149999999,37.54975194,150.0,150.0,523.0,150.0,100.0
143,2020,university,대학교,전주대학교,기존,본교,전북,전북 전주시,사립,주야간,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교)",104,15788,2806,15758,11126,109,4523,835,370,659,0,304,127.0886369,35.81337267,2512.0,2519.0,14803.0,2519.0,100.0
144,2020,university,대학교,조선대학교,기존,본교,광주,광주 동구,사립,주야간,"광주광역시 동구 필문대로 309 (서석동, 조선대학교)",122,25039,4744,27463,19469,272,7722,413,767,1063,0,413,126.92915149999999,35.14074796,4324.0,4340.0,23519.0,4322.0,99.6
145,2020,university,대학교,중부대학교,기존,본교,충남,충남 금산군,사립,주간,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)",84,15020,2141,12156,8174,25,3957,464,301,279,0,159,127.44913559999999,36.19357927,1945.0,1943.0,14388.0,1934.0,99.5
146,2020,university,대학교,중앙대학교,기존,본교,서울,서울 동작구,사립,주야간,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",65,81757,3940,25673,18747,224,6702,1815,862,585,0,499,126.95785649999999,37.50407107,3150.0,3156.0,77106.0,3125.0,99.0
147,2020,university,대학교,중앙대학교 _제2캠퍼스,기존,제2캠퍼스,경기,경기 안성시,사립,주야간,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교)",52,10990,1277,6946,5017,43,1886,473,155,521,0,122,127.2301612,37.00844761,1168.0,1174.0,10736.0,1163.0,99.1
148,2020,university,대학교,중앙승가대학교,기존,본교,경기,경기 김포시,사립,주간,경기도 김포시 승가로 123 (풍무동),6,57,39,147,147,0,0,9,16,42,0,36,126.70484180000001,37.60381607,120.0,122.0,41.0,33.0,27.0
149,2020,university,대학교,백석대학교,기존,본교,충남,충남 천안시,사립,주야간,"충청남도 천안시 동남구 문암로 76 (안서동, 백석대학교)",29,26161,2966,15823,11828,64,3931,156,453,332,0,242,127.1813999,36.84166315,2790.0,2797.0,24883.0,2796.0,100.0
150,2020,university,대학교,청주대학교,기존,본교,충북,충북 청주시,사립,주야간,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",130,18894,2849,16141,10980,0,5161,398,384,441,0,218,127.49749720000001,36.65501699,2632.0,2658.0,18334.0,2653.0,99.8
151,2020,university,대학교,총신대학교,기존,본교,서울,서울 동작구,사립,주야간,"서울특별시 동작구 사당로 143 (사당동, 총신대학교)",12,1864,363,2081,1693,2,386,8,109,108,0,101,126.9666222,37.48874283,334.0,336.0,1782.0,336.0,100.0
152,2020,university,대학교,추계예술대학교,기존,본교,서울,서울 서대문구,사립,주간,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계예술대학교)",11,3383,277,1445,1111,0,334,1,50,210,0,40,126.95295209999999,37.56167182,269.0,270.0,3331.0,266.0,98.5
153,2020,university,대학교,침례신학대학교,기존,본교,대전,대전 유성구,사립,주간,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학교)",8,535,291,1574,1276,0,298,6,38,115,0,66,127.3254222,36.38511083,360.0,364.0,520.0,287.0,78.8
154,2020,university,대학교,칼빈대학교,기존,본교,경기,경기 용인시,사립,주야간,"경기도 용인시 기흥구 마북로 184 (마북동, 칼빈대학교)",9,323,115,701,578,0,123,226,17,83,0,28,127.1283318,37.30575844,90.0,92.0,266.0,92.0,100.0
155,2020,university,대학교,평택대학교,기존,본교,경기,경기 평택시,사립,주야간,"경기도 평택시 서동대로 3825 (용이동, 평택대학교)",54,11392,959,4820,3854,41,925,406,128,153,0,87,127.1339652,36.99463339,855.0,859.0,10939.0,855.0,99.5
156,2020,university,대학교,차의과학대학교,기존,본교,경기,경기 포천시,사립,주야간,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",13,2726,498,2761,2281,39,441,6,79,113,0,97,127.1377268,37.85705862,474.0,474.0,2577.0,474.0,100.0
157,2020,university,대학교,포항공과대학교,기존,본교,경북,경북 포항시,사립,주간,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)",12,2296,330,1702,1442,0,260,0,235,133,0,344,129.3206851,36.01369043,320.0,320.0,2229.0,320.0,100.0
158,2020,university,대학교,한국기술교육대학교,기존,본교,충남,충남 천안시,사립,주간+원격,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리, 한국기술교육대학교)",14,6537,987,6178,4241,138,1799,28,177,220,0,433,127.28140330000001,36.76632329,836.0,836.0,6069.0,836.0,100.0
159,2020,university,대학교,한국성서대학교,기존,본교,서울,서울 노원구,사립,주간,"서울특별시 노원구 동일로214길 32 (상계동, 한국성서대학교)",11,1682,236,1242,1049,0,193,27,46,40,0,54,127.06375249999999,37.64896418,223.0,223.0,1570.0,222.0,99.6
160,2020,university,대학교,한국외국어대학교,기존,본교,서울,서울 동대문구,사립,주간,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교)",128,39415,3809,23596,17438,0,6158,1776,548,1135,0,348,127.05698600000001,37.5979456,3377.0,3398.0,38020.0,3385.0,99.6
161,2020,university,대학교,한국항공대학교,기존,본교,경기,경기 고양시,사립,주간,"경기도 고양시 덕양구 항공대학로 76 (화전동, 한국항공대학교)",12,8817,928,5796,3963,0,1833,80,169,107,0,243,126.86417279999999,37.59901684,827.0,829.0,8159.0,819.0,98.8
162,2020,university,대학교,한남대학교,기존,본교,대전,대전 대덕구,사립,주간,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교)",86,14177,2849,15438,11091,0,4347,267,415,512,0,227,127.4246852,36.35371148,2675.0,2678.0,13482.0,2678.0,100.0
163,2020,university,대학교,한동대학교,기존,본교,경북,경북 포항시,사립,주간,"경상북도 포항시 북구 흥해읍 한동로 558 (남송리, 한동대학교)",14,3257,821,5411,3889,94,1428,96,141,154,0,137,129.3909425,36.10133453,729.0,730.0,2926.0,730.0,100.0
164,2020,university,대학교,한라대학교,기존,본교,강원,강원 원주시,사립,주간,"강원도 원주시 흥업면 한라대길 28 (흥업리, 한라대학교)",22,3718,938,5291,3730,21,1540,0,127,117,0,82,127.90758770000001,37.30450326,888.0,891.0,3517.0,882.0,99.0
165,2020,university,대학교,한림대학교,기존,본교,강원,강원 춘천시,사립,주간,"강원도 춘천시 한림대학길 1 (옥천동, 한림대학교)",51,9448,1825,10798,7800,72,2926,357,774,413,0,213,127.7386503,37.88450226,1711.0,1715.0,9042.0,1713.0,99.9
166,2020,university,대학교,한서대학교,기존,본교,충남,충남 서산시,사립,주간,"충청남도 서산시 해미면 한서1로 46 (대곡리, 한서대학교)",87,16518,1713,9277,6934,0,2343,307,252,204,0,168,126.5816942,36.6897091,1579.0,1579.0,15241.0,1580.0,100.1
167,2020,university,대학교,한성대학교,기존,본교,서울,서울 성북구,사립,주야간,"서울특별시 성북구 삼선교로16길 116 (삼선동2가, 한성대학교)",93,17810,1625,9462,6567,328,2567,182,257,271,0,201,127.00992590000001,37.58151735,1458.0,1463.0,16967.0,1456.0,99.5
168,2020,university,대학교,한세대학교,기존,본교,경기,경기 군포시,사립,주간,"경기도 군포시 한세로 30 (당정동, 한세대학교)",26,5849,616,3370,2624,0,746,27,115,233,0,83,126.9532596,37.34387345,566.0,567.0,5594.0,565.0,99.6
169,2020,university,대학교,한신대학교,기존,본교,경기,경기 오산시,사립,주간,"경기도 오산시 한신대길 137 (양산동, 한신대학교)",60,11757,1274,7435,5267,0,2168,139,178,262,0,126,127.02247390000001,37.19415759,1171.0,1173.0,11276.0,1173.0,100.0
